hostname;ipl0;ipl237;;
ra32735.ula.brad_Loopback0;172.27.69.164;Serial0.1;172.25.162.170;age;
ra39533.bru.brad_Loopback0;172.17.1.76;Serial0/0/0.1;172.25.134.154;otr;
ra31389.cba.brad_Loopback0;172.27.77.68;Serial1.1;172.25.161.26;age;
ra31288ag.sat1.brad_Loopback0;172.27.58.36;Serial0.1;172.24.47.130;age;
ra062430.rce.brad_Loopback0;172.17.112.188;Serial0/0/0.1;172.26.222.193;age;
ra39045.sdr.brad_Loopback0;172.27.182.252;Serial0/0/0.1;172.25.104.186;otr;
ra030506.ula.brad_Loopback0;172.27.51.164;Serial0.1;172.25.240.194;age;
ra030404.srr.brad_Loopback0;172.27.36.36;Serial1.1;172.25.243.98;age;
ra038959.fla.brad_Loopback0;172.27.227.12;Serial0/0/0.1;172.26.127.149;otr;
ra30809.sdr.brad_Loopback0;172.27.207.236;Serial0/0/0.1;172.25.226.170;age;
ra031598.nct.brad_Loopback0;172.27.130.60;Serial0/0/0.1;172.24.125.114;age;
ra26342bd.sat2.brad_Loopback0;172.27.29.172;Serial0/1/0.1;172.26.233.61;otr;
ra32821.jpa.brad_Loopback0;172.27.80.228;Serial0.1;172.25.51.50;age;
ra035368.paa.brad_Loopback0;172.17.59.220;Serial0/0/0.1;172.25.187.194;otr;
ra31563.rce.brad_Loopback0;172.27.77.196;Serial0.1;172.25.51.58;age;
ra038123bd.sat1.brad_Loopback0;172.17.61.124;Serial0/0/0.1;172.26.127.89;otr;
ra33214.rce.brad_Loopback0;172.27.83.52;Serial0/0/0.1;172.24.184.234;age;
ra22123.rpo.brad_Loopback0;172.27.46.148;Serial0.1;172.25.6.130;age;
ra30353.bnu.brad_Loopback0;172.27.87.84;Serial0.1;172.25.223.178;age;
ra051272.rce.brad_Loopback0;172.17.30.156;Serial0/0/0.1;172.24.158.74;age;
ra031575.igs.brad_Loopback0;172.27.39.132;Serial0.1;172.25.130.242;age;
ra30366.cta.brad_Loopback0;172.27.87.244;Serial1.1;172.25.144.226;age;
ra031497.tte.brad_Loopback0;172.27.60.164;Serial0/0.1;172.25.131.226;age;
ra31890.bhe.brad_Loopback0;172.27.64.180;Serial0/0.1;172.24.47.66;age;
ra30392.rpo.brad_Loopback0;172.27.35.228;Serial0/0.1;172.25.141.186;age;
ra035150.ula.brad_Loopback0;172.27.27.60;Serial0/0/0.1;172.25.197.66;otr;
ra035793.srr.brad_Loopback0;172.17.42.76;Serial0/0/0.1;172.25.141.2;otr;
ra056868.mke.brad_Loopback0;172.17.99.220;Serial0/0/0.1;172.26.246.137;age;
ra31446.vta.brad_Loopback0;172.27.59.4;Serial0/0.1;172.25.246.194;age;
ra33043.sdr.brad_Loopback0;172.27.81.212;Serial1.1;172.24.21.42;age;
ra30063.srr.brad_Loopback0;172.27.31.244;Serial0/0/0.1;172.25.143.194;age;
ra035363.bru.brad_Loopback0;172.17.20.60;Serial0/0/0.1;172.25.186.250;otr;
ra33212.rce.brad_Loopback0;172.27.83.36;Serial1.1;172.25.143.122;age;
ra32102.bru.brad_Loopback0;172.27.44.20;Serial0.1;172.24.161.242;age;
ra039741.poc.brad_Loopback0;172.27.16.44;Serial0/0/0.1;172.25.223.18;otr;
ra038621.nct.brad_Loopback0;172.27.193.188;Serial0/0/0.1;172.25.145.114;otr;
ra31376.mns.brad_Loopback0;172.27.77.36;Serial0/1.1;172.25.242.218;age;
ra30396.bhe.brad_Loopback0;172.27.50.228;Serial0/0.1;172.25.144.242;age;
ra30646.pga.brad_Loopback0;172.27.53.132;Serial0/0.1;172.24.182.154;age;
ra30360.fns.brad_Loopback0;172.27.87.164;Serial0.1;172.25.233.226;age;
ra37775.bru.brad_Loopback0;172.27.235.204;Serial0/0/0.1;172.25.150.114;otr;
ra22321.pts.brad_Loopback0;172.27.39.52;Serial1.1;172.25.92.210;age;
ra32071.fns.brad_Loopback0;172.27.95.132;Serial0.1;172.25.242.250;age;
ra030010.srr.brad_Loopback0;172.27.30.84;Serial1.1;172.25.161.114;age;
ra31937.soc.brad_Loopback0;172.27.41.196;Serial0/0.1;172.25.131.2;age;
ra32542.rce.brad_Loopback0;172.27.80.116;Serial1.1;172.24.175.26;age;
ra30009.bru.brad_Loopback0;172.27.30.68;Serial1.1;172.24.126.178;age;
ra035518.bru.brad_Loopback0;172.17.21.220;Serial0/0/0.1;172.25.153.10;otr;
ra30027.lda.brad_Loopback0;172.27.85.4;Serial0/0/0.1;172.25.51.202;age;
ra30014.srr.brad_Loopback0;172.27.48.100;Serial0.1;172.24.157.50;age;
ra32934.bhe.brad_Loopback0;172.27.69.212;Serial1.1;172.24.246.234;age;
ra39313bd.sat1.brad_Loopback0;172.27.155.156;Serial0/0/0.1;172.24.177.210;otr;
ra30787.igs.brad_Loopback0;172.27.0.156;Serial1.1;172.25.57.90;age;
ra30531.cas.brad_Loopback0;172.27.37.4;Serial0.1;172.25.161.138;age;
ra32093.sts.brad_Loopback0;172.27.43.244;Serial0/1.1;172.25.73.114;age;
ra30194.cas.brad_Loopback0;172.27.33.148;Serial0.1;172.25.93.2;age;
ra30076.bru.brad_Loopback0;172.27.32.84;Serial0/1/0.1;172.25.243.50;age;
ra30263.ula.brad_Loopback0;172.27.120.44;Serial0/0.1;172.25.189.226;age;
ra30237.sdr.brad_Loopback0;172.27.117.92;Serial0/0.1;172.25.127.170;age;
ra39420.sdr.brad_Loopback0;172.27.146.140;Serial0/0/0.1;172.26.231.177;otr;
ra32324.rpo.brad_Loopback0;172.27.45.84;Serial1/2.1;172.25.43.122;age;
ra035805bd.sat1.brad_Loopback0;172.17.43.92;Serial0/0/0.1;172.25.149.226;otr;
ra031281.mga.brad_Loopback0;172.27.58.20;Serial0/0/0.1;172.25.57.82;age;
ra18882ag.nct.brad_Loopback0;172.27.100.140;Serial0/0/0.1;172.25.232.10;age;
ra33029.sdr.brad_Loopback0;172.27.81.132;Serial1.1;172.25.236.170;age;
ra30517.cas.brad_Loopback0;172.27.36.164;Serial0/1/0.1;172.25.161.130;age;
ra31877.rce.brad_Loopback0;172.27.78.132;Serial0/0/1.1;172.24.80.218;age;
ra030189.cpe.brad_Loopback0;172.27.49.36;Serial1.1;172.25.202.138;age;
ra030189.cpe.brad_Loopback0;172.27.49.36;Serial0.1;172.25.202.138;age;
ra030848.bhe.brad_Loopback0;172.17.42.236;Serial0/0/0.1;172.25.127.106;age;
ra051088.cens.brad_Loopback0;172.17.22.76;Serial0/0/0.1;172.25.115.138;age;
ra032927.fns.brad_Loopback0;172.27.97.20;Serial0.1;172.26.239.157;age;
ra31925.pae.brad_Loopback0;172.27.94.196;Serial0/1/1.1;172.26.235.161;age;
ra31925.pae.brad_Loopback0;172.27.94.196;Serial0/0/0.1;172.24.28.82;age;
ra33106.sdr.brad_Loopback0;172.27.82.132;Serial0/0.1;172.25.192.136;age;
ra050588.scec.brad_Loopback0;172.27.207.28;Serial0/0/0.1;172.25.145.218;age;
ra30576.cps.brad_Loopback0;172.27.52.84;Serial0.1;172.25.162.202;age;
ra30576.cps.brad_Loopback0;172.27.52.84;Serial1.1;172.25.162.202;age;
ra31842.bsa.brad_Loopback0;172.27.63.100;Serial0.1;172.24.175.122;age;
ra30043.bru.brad_Loopback0;172.27.31.164;Serial0.1;172.25.99.2;age;
ra04095bd.gna.brad_Loopback0;172.27.213.71;Serial1.1;172.26.130.185;otr;
ra26342bd.sat2.brad_Loopback0;172.27.29.172;Serial0/1/0.1;172.26.233.61;otr;
ra031653.bsa.brad_Loopback0;172.27.62.132;Serial0.1;172.26.250.89;age;
ra31868.rsd.brad_Loopback0;172.27.64.36;Serial0.1;172.25.118.106;age;
ra060207.bru.brad_Loopback0;172.27.193.76;Serial0/0/0.1;172.25.150.218;otr;
ra37853bd.sat1.brad_Loopback0;172.27.140.236;Serial0/0/0.1;172.26.124.237;otr;
ra037810.blm.brad_Loopback0;172.27.154.252;Serial0/0/0.1;172.26.128.201;otr;
ra038869.jpa.brad_Loopback0;172.27.224.188;Serial0/0/0.1;172.26.252.221;otr;
ra31516.srr.brad_Loopback0;172.27.168.140;Serial0/0/0.1;172.25.236.58;age;
ra22755.sdr.brad_Loopback0;172.25.172.172;Serial0.1;172.25.172.170;age;
ra035523.bru.brad_Loopback0;172.17.22.124;Serial0/0/0.1;172.25.153.26;otr;
ra30661.pvo.brad_Loopback0;172.27.72.212;Serial0.1;172.25.57.74;age;
ra30456.fla.brad_Loopback0;172.27.71.180;Serial0.1;172.24.206.138;age;
ra30216.tte.brad_Loopback0;172.27.34.4;Serial0/3.1;172.25.242.186;age;
ra30356.bnu.brad_Loopback0;172.27.87.116;Serial0/0.1;172.25.192.202;age;
ra051886.scec.brad_Loopback0;172.17.57.252;Serial0/0/0.1;172.24.226.194;age;
ra051886.scec.brad_Loopback0;172.17.57.252;Serial0/1/0.1;172.26.236.9;age;
ra30377.bru.brad_Loopback0;172.27.35.180;Serial1.1;172.25.236.138;age;
ra030996.mke.brad_Loopback0;172.27.208.124;Serial0/0/0.1;172.25.57.66;age;
ra035292.srr.brad_Loopback0;172.17.9.156;Serial0/0/0.1;172.25.152.106;otr;
ra030612.sat3.brad_Loopback0;172.27.53.20;Serial0.1;172.26.236.5;age;
ra050734.sdr.brad_Loopback0;172.17.36.28;Serial0/0/0.1;172.25.131.42;age;
ra33210.rce.brad_Loopback0;172.27.83.20;Serial1.1;172.24.80.226;age;
ra031940.jfa.brad_Loopback0;172.27.65.36;Serial0/0.1;172.24.130.66;age;
ra035674.srr.brad_Loopback0;172.17.32.92;Serial0/0/0.1;172.25.153.122;otr;
ra30246.gna.brad_Loopback0;172.27.49.180;Serial0.1;172.24.35.210;age;
ra31147.gna.brad_Loopback0;172.27.207.188;Serial0/0/0.1;172.25.189.194;age;
ra033283.csc.brad_Loopback0;172.27.98.132;Serial0/0.1;172.25.233.194;age;
ra035354.bru.brad_Loopback0;172.17.59.44;Serial0/0/0.1;172.25.186.226;otr;
ra035244.srr.brad_Loopback0;172.17.58.172;Serial0/0/0.1;172.25.181.250;otr;
ra035142.bru.brad_Loopback0;172.27.180.76;Serial0/0/0.1;172.25.188.218;otr;
ra035140.srr.brad_Loopback0;172.27.9.236;Serial0/0/0.1;172.25.134.50;otr;
ra33045.sdr.brad_Loopback0;172.27.81.228;Serial0/2.1;172.25.208.10;age;
ra30234.cba.brad_Loopback0;172.27.49.100;Serial0/0.1;172.25.236.146;age;
ra035054.rpo.brad_Loopback0;172.27.174.28;Serial0/0/0.1;172.25.197.106;otr;
ra32024.bsa.brad_Loopback0;172.27.65.148;Serial0.1;172.25.127.210;age;
ra31932.bru.brad_Loopback0;172.27.41.164;Serial1.1;172.25.162.154;age;
ra031412.pcs.brad_Loopback0;172.17.58.12;Serial0/0/0.1;172.24.126.210;age;
ra38953.srr.brad_Loopback0;172.27.166.252;Serial0/0/0.1;172.25.150.234;otr;
ra32203.dvl.brad_Loopback0;172.27.66.100;Serial0.1;172.24.92.162;age;
ra30454.fla.brad_Loopback0;172.27.71.148;Serial0/0/0.1;172.25.51.194;age;
ra30590.bsa.brad_Loopback0;172.27.72.84;Serial1.1;172.25.129.26;age;
ra032291.cba.brad_Loopback0;172.27.66.164;Serial0.1;172.26.241.89;age;
ra31952.soc.brad_Loopback0;172.27.42.20;Serial1.1;172.25.120.18;age;
ra30519.rpo.brad_Loopback0;172.27.36.180;Serial0/0/0.1;172.25.189.242;age;
ra30782.fla.brad_Loopback0;172.27.74.20;Serial0.1;172.25.166.177;age;
ra035959.srr.brad_Loopback0;172.17.54.44;Serial0/0/0.1;172.25.135.194;otr;
ra11152ag.cps.brad_Loopback0;172.17.85.60;Serial0/0/0.1;172.25.121.26;age;
ra32548ag.bnu.brad_Loopback0;172.27.96.180;Serial0/0/0.1;172.24.244.234;age;
ra051128.mga.brad_Loopback0;172.17.34.92;Serial0/0/0.1;172.24.236.106;age;
ra30350.tte.brad_Loopback0;172.27.35.124;Serial0.1;172.25.236.194;age;
ra30142.mga.brad_Loopback0;172.27.85.196;Serial0.1;172.25.240.178;age;
ra37707.srr.brad_Loopback0;172.17.0.28;Serial0/0/0.1;172.25.151.18;otr;
ra031617.dvl.brad_Loopback0;172.27.62.52;Serial0.1;172.25.240.242;age;
ra33004.sdr.brad_Loopback0;172.27.117.108;Serial0/0.1;172.25.220.98;age;
ra33153.csl.brad_Loopback0;172.27.97.116;Serial0/2.1;172.25.162.242;age;
ra30530.ula.brad_Loopback0;172.27.36.244;Serial1.1;172.25.201.178;age;
ra052578.jai.brad_Loopback0;172.17.61.60;Serial0/0/0.1;172.24.203.178;age;
ra030033.bru.brad_Loopback0;172.27.31.20;Serial1.1;172.24.136.210;age;
ra1183001.sdr.brad_Loopback0;172.17.92.20;Serial0/0/0.1;172.25.231.66;age;
ra21288.nct.brad_Loopback0;172.27.179.252;Serial0/1/0.1;172.24.67.210;age;
ra22002.sdr.brad_Loopback0;172.27.79.36;Serial0.1;172.25.74.122;age;
ra30201.bru.brad_Loopback0;172.27.33.164;Serial0.1;172.24.182.202;age;
ra033557.sdr.brad_Loopback0;172.27.141.108;Serial0/1.1;172.25.54.146;age;
ra37776.soc.brad_Loopback0;172.27.235.220;Serial0/0/0.1;172.25.150.106;otr;
ra035519.blm.brad_Loopback0;172.17.22.12;Serial0/0/0.1;172.25.150.10;otr;
ra22518.srr.brad_Loopback0;172.27.47.228;Serial1.1;172.25.6.250;age;
ra032122.mke.brad_Loopback0;172.27.44.84;Serial1.1;172.25.155.226;age;
ra035862.bru.brad_Loopback0;172.17.47.28;Serial0/0/0.1;172.25.136.10;otr;
ra030862.foz.brad_Loopback0;172.27.208.44;Serial0/0/0.1;172.25.246.114;age;
ra33183.sdr.brad_Loopback0;172.27.82.244;Serial0.1;172.25.221.170;age;
ra030759.blm.brad_Loopback0;172.27.73.228;Serial1.1;172.25.187.65;age;
ra30417.cba.brad_Loopback0;172.27.222.156;Serial0/0/0.1;172.24.182.130;age;
ra31458.cba.brad_Loopback0;172.27.59.116;Serial1.1;172.24.29.58;age;
ra30173.cpe.brad_Loopback0;172.27.48.244;Serial0.1;172.25.51.74;age;
ra31501.ula.brad_Loopback0;172.27.60.180;Serial0/1.1;172.25.154.98;age;
ra032280.jfa.brad_Loopback0;172.17.22.92;Serial0/0/0.1;172.25.166.98;age;
ra031060.pvo.brad_Loopback0;172.27.76.148;Serial0.1;172.24.55.130;age;
ra31722.cas.brad_Loopback0;172.27.207.140;Serial0/0/0.1;172.24.39.10;age;
ra030055.sat1.brad_Loopback0;172.27.237.188;Serial0/0/0.1;172.24.88.10;age;
ra30305.rpo.brad_Loopback0;172.27.35.20;Serial1.1;172.25.95.250;age;
ra26364.bnu.brad_Loopback0;172.27.178.108;Serial1.1;172.26.252.225;otr;
ra33579.sdr.brad_Loopback0;172.27.112.92;Serial0/1/0.1;172.25.125.10;age;
ra33252.ula.brad_Loopback0;172.27.70.100;Serial0.1;172.25.141.194;age;
ra32169.rce.brad_Loopback0;172.27.79.180;Serial1.1;172.24.188.66;age;
ra33238.fla.brad_Loopback0;172.27.70.68;Serial0.1;172.25.58.250;age;
ra32143.cdl.brad_Loopback0;172.27.44.116;Serial0/0/0.1;172.25.213.226;age;
ra14979ag.bhe.brad_Loopback0;172.17.38.124;Serial0/0/1.1;172.24.147.58;age;
ra32145.rce.brad_Loopback0;172.27.117.140;Serial0/0.1;172.25.189.234;age;
ra32124.ula.brad_Loopback0;172.27.66.52;Serial0/1/0.1;172.25.141.6;age;
ra32114.jpa.brad_Loopback0;172.27.79.116;Serial0/0.1;172.25.143.82;age;
ra32114.jpa.brad_Loopback0;172.27.79.116;Serial0/3.117;172.24.19.201;age;
ra32091.bhe.brad_Loopback0;172.27.66.4;Serial0/0/1.1;172.25.115.194;age;
ra032034.mke.brad_Loopback0;172.27.43.36;Serial0/0.1;172.25.162.162;age;
ra035816.bru.brad_Loopback0;172.17.43.252;Serial0/0/0.1;172.25.133.186;otr;
ra31215.mga.brad_Loopback0;172.27.168.92;Serial0/0/0.1;172.25.246.122;age;
ra31613.tte.brad_Loopback0;172.27.39.196;Serial0.1;172.25.161.162;age;
ra31976.tte.brad_Loopback0;172.27.42.116;Serial1.1;172.25.242.242;age;
ra30718.srr.brad_Loopback0;172.27.38.20;Serial1.1;172.25.234.250;age;
ra31913.csc.brad_Loopback0;172.27.94.164;Serial0.1;172.24.44.234;age;
ra038108.srr.brad_Loopback0;172.17.75.44;Serial0/0/0.1;172.25.235.10;otr;
ra056280.sat1.brad_Loopback0;172.17.145.100;Serial0/0/0.1;172.25.223.10;otr;
ra056690.sat3.brad_Loopback0;172.17.97.204;Serial0/0/0.1;172.26.128.25;otr;
ra30620.blm.brad_Loopback0;172.27.72.148;Serial1.1;172.25.224.114;age;
ra30455.fla.brad_Loopback0;172.27.71.164;Serial0.1;172.25.143.138;age;
ra33065.vta.brad_Loopback0;172.27.70.36;Serial1.1;172.24.37.18;age;
ra26262.foz.brad_Loopback0;172.27.164.28;Serial0/0/0.1;172.25.136.162;otr;
ra32188.cas.brad_Loopback0;172.27.44.132;Serial1.1;172.25.130.234;age;
ra035280.srr.brad_Loopback0;172.17.8.220;Serial0/0/0.1;172.25.107.10;otr;
ra056705.sat3.brad_Loopback0;172.17.98.124;Serial0/0/0.1;172.26.128.17;otr;
ra030740.pcs.brad_Loopback0;172.27.54.132;Serial0.1;172.25.33.242;age;
ra030828.pae.brad_Loopback0;172.27.89.180;Serial1.1;172.26.238.237;age;
ra031835.sat1.brad_Loopback0;172.17.99.60;Serial0/0/0.1;172.26.250.1;age;
ra061176.cens.brad_Loopback0;172.17.104.76;Serial0/0/0.1;172.26.131.137;age;
ra035432.sdr.brad_Loopback0;172.17.15.140;Serial0/0/0.1;172.26.253.105;otr;
ra31584.cba.brad_Loopback0;172.27.61.228;Serial0/1/0.1;172.25.59.10;age;
ra32824.rpo.brad_Loopback0;172.27.47.196;Serial0/0.1;172.24.79.210;age;
ra39981.bru.brad_Loopback0;172.27.99.36;Serial0.1;172.26.253.169;otr;
ra030052.lda.brad_Loopback0;172.27.85.100;Serial0/0.1;172.25.192.194;age;
ra31874.dvl.brad_Loopback0;172.27.64.100;Serial1.1;172.25.147.18;age;
ra31611.sts.brad_Loopback0;172.27.39.164;Serial0.1;172.25.73.106;age;
ra39881bd.sat1.brad_Loopback0;172.27.110.116;Serial0.1;172.26.238.157;otr;
ra31319.blm.brad_Loopback0;172.27.77.20;Serial0/0.1;172.25.224.130;age;
ra32628.sdr.brad_Loopback0;172.27.80.180;Serial0.1;172.24.159.186;age;
ra052658.cdl.brad_Loopback0;172.17.60.60;Serial0/0/0.1;172.24.119.82;age;
ra31856.bhe.brad_Loopback0;172.27.98.196;Serial1/5.1;172.25.155.114;age;
ra31245.gna.brad_Loopback0;172.27.57.164;Serial0.1;172.25.191.2;age;
ra09747ag.blm.brad_Loopback0;172.27.1.188;Serial0/1/0.1;172.24.182.114;age;
ra30957.fla.brad_Loopback0;172.27.75.68;Serial0/0.1;172.25.145.2;age;
ra32937.fns.brad_Loopback0;172.27.97.36;Serial1.1;172.26.236.33;age;
ra32937.fns.brad_Loopback0;172.27.97.36;Serial0.1;172.24.74.186;age;
ra30979.blm.brad_Loopback0;172.27.75.148;Serial1.1;172.25.185.242;age;
ra035781.tte.brad_Loopback0;172.17.41.140;Serial0/0/0.1;172.25.134.202;otr;
ra38583.bsa.brad_Loopback0;172.27.16.28;Serial0/0/0.1;172.26.251.229;otr;
ra05022ag.cba.brad_Loopback0;172.27.99.92;Serial0/0/0.1;172.25.185.2;age;
ra059782.cas.brad_Loopback0;172.27.2.140;Serial0/0/0.1;172.25.48.106;otr;
ra30188.cpe.brad_Loopback0;172.27.49.20;Serial0.1;172.25.49.90;age;
ra056518.ula.brad_Loopback0;172.17.96.44;Serial0/0/0.1;172.25.82.242;otr;
ra035737.tte.brad_Loopback0;172.17.62.92;Serial0/0/0.1;172.25.198.34;otr;
ra038043.bru.brad_Loopback0;172.17.71.12;Serial0/1/0.1;172.25.198.50;otr;
ra038724.nct.brad_Loopback0;172.27.200.36;Serial0/1/0.1;172.25.237.138;otr;
ra39653bd.sat1.brad_Loopback0;172.27.12.124;Serial0/0/0.1;172.26.252.229;otr;
ra036042.sat1.brad_Loopback0;172.17.84.92;Serial0/0/0.1;172.24.177.218;otr;
ra39607.bru.brad_Loopback0;172.27.205.92;Serial0/1/0.1;172.25.151.210;otr;
ra32010.jpa.brad_Loopback0;172.27.79.20;Serial1.1;172.24.136.226;age;
ra39161.vta.brad_Loopback0;172.27.170.28;Serial0/0/0.1;172.26.253.17;otr;
ra30374.srr.brad_Loopback0;172.27.35.164;Serial0.1;172.25.157.98;age;
ra056217.pcs.brad_Loopback0;172.17.92.252;Serial0/0/0.1;172.25.195.122;otr;
ra2939.pjk.brad_Loopback0;172.27.21.60;Serial0/0/0.1;172.25.203.82;age;
ra30388.pae.brad_Loopback0;172.27.88.212;Serial0/0.1;172.25.242.194;age;
ra056361.sat3.brad_Loopback0;172.17.93.220;Serial0/0/0.1;172.25.197.226;otr;
ra060398.sat3.brad_Loopback0;172.17.146.72;Serial0/0.1;172.26.237.69;otr;
ra060423.sat3.brad_Loopback0;172.17.146.70;Serial0/0.1;172.26.237.97;otr;
ra035381.sat1.brad_Loopback0;172.17.139.14;Serial0/0/0.1;172.26.243.241;otr;
ra060181.sat1.brad_Loopback0;172.17.141.60;Serial0/0/0.1;172.26.239.129;otr;
ra062268.sat1.brad_Loopback0;172.17.145.84;Serial0/0/0.1;172.26.220.193;otr;
ra035043.ula.brad_Loopback0;172.17.34.44;Serial0/0/0.1;172.25.190.82;otr;
total:   cpes
